name;ort;x;y
79830635;matsimNetworkNode;734547.21;5698528.1
145912448;matsimNetworkNode;734017.22;5700449.819999999
104126030;matsimNetworkNode;734500.5800000001;5698655.55
319066840;matsimNetworkNode;734024.21;5698657.75
4807019042;matsimNetworkNode;733879.74;5700398.9799999995
312171319;matsimNetworkNode;737569.55;5700764.16
309629278;matsimNetworkNode;733909.75;5698161.37
312171315;matsimNetworkNode;737542.93;5700835.68
123912437;matsimNetworkNode;735036.3200000001;5698933.06
262681348;matsimNetworkNode;731220.31;5698722.83
145970401;matsimNetworkNode;733368.1100000001;5698112.26
270746792;matsimNetworkNode;735229.21;5699320.9399999995
261706142;matsimNetworkNode;732275.8600000001;5697238.319999999
954729796;matsimNetworkNode;732920.04;5698309.06
298859334;matsimNetworkNode;733524.17;5699098.9799999995
428328648;matsimNetworkNode;734525.42;5699417.55
319054729;matsimNetworkNode;733776.46;5697862.66
cluster_262380943_4566418202;matsimNetworkNode;731119.54;5697981.8
342282970;matsimNetworkNode;732400.76;5698424.37
5186291679;matsimNetworkNode;737761.1000000001;5700555.84
1487934554;matsimNetworkNode;735059.52;5699245.49
1490359332;matsimNetworkNode;734622.03;5699831.779999999
262381193;matsimNetworkNode;731114.05;5697946.319999999
262686268;matsimNetworkNode;732206.17;5698393.52
1487934435;matsimNetworkNode;732798.42;5697754.899999999
334933550;matsimNetworkNode;732966.26;5698961.699999999
495558787;matsimNetworkNode;734395.8400000001;5700096.67
5186291676;matsimNetworkNode;737755.3500000001;5700537.14
270698463;matsimNetworkNode;735191.3200000001;5698493.25
5186291678;matsimNetworkNode;737753.73;5700545.529999999
276830440;matsimNetworkNode;731142.51;5697815.21
5186291680;matsimNetworkNode;737776.23;5700552.9799999995
276256236;matsimNetworkNode;733455.42;5697597.3
392288790;matsimNetworkNode;735301.93;5699875.91
342279566;matsimNetworkNode;731982.62;5698616.71
291729156;matsimNetworkNode;736048.05;5699572.2299999995
904827517;matsimNetworkNode;735559.73;5699808.359999999
984445272;matsimNetworkNode;732723.28;5696844.52
904827515;matsimNetworkNode;735531.3200000001;5699721.12
294925085;matsimNetworkNode;731367.56;5698109.97
cluster_29941141_7125438369_7125438370;matsimNetworkNode;730987.4;5697539.17
1487934440;matsimNetworkNode;733413.12;5698141.949999999
2168769118;matsimNetworkNode;732111.5;5698651.85
cluster_283699263_4310157239;matsimNetworkNode;734664.26;5700188.68
392288789;matsimNetworkNode;734945.64;5699576.319999999
cluster_1197261911_31036074;matsimNetworkNode;736587.28;5699756.109999999
317669836;matsimNetworkNode;733100.99;5698485.92
428328662;matsimNetworkNode;734575.26;5699285.699999999
1487934559;matsimNetworkNode;735115.89;5699272.5
3282493095;matsimNetworkNode;732318.43;5699977.399999999
312296872;matsimNetworkNode;737715.26;5701135.37
317668743;matsimNetworkNode;732054.8600000001;5698636.49
262384599;matsimNetworkNode;731502.42;5698535.2299999995
270698567;matsimNetworkNode;735251.8400000001;5698775.43
294926267;matsimNetworkNode;731754.93;5697233.16
312171805;matsimNetworkNode;735781.0800000001;5699991.31
312171926;matsimNetworkNode;735728.72;5699975.649999999
4807019075;matsimNetworkNode;733380.18;5700022.529999999
270698562;matsimNetworkNode;735278.06;5698506.13
679172764;matsimNetworkNode;731422.99;5697582.62
98983014;matsimNetworkNode;737802.81;5701049.399999999
4409679796;matsimNetworkNode;731330.05;5697247.7299999995
427507316;matsimNetworkNode;732368.92;5698830.06
1727171209;matsimNetworkNode;732213.87;5699171.06
cluster_671494666_671494667;matsimNetworkNode;731591.14;5697278.54
82687765;matsimNetworkNode;731338.7;5696949.76
317669947;matsimNetworkNode;733039.29;5698279.67
cluster_317667305_317667367;matsimNetworkNode;732276.29;5700073.18
262383035;matsimNetworkNode;730899.54;5698446.71
294925184;matsimNetworkNode;731919.89;5698108.52
317669941;matsimNetworkNode;733024.91;5698447.449999999
262686273;matsimNetworkNode;732192.92;5698479.1899999995
294926134;matsimNetworkNode;732115.03;5697427.97
294926135;matsimNetworkNode;732147.53;5697444.91
984445368;matsimNetworkNode;731347.5800000001;5697239.1899999995
262383040;matsimNetworkNode;730916.06;5698515.56
262384372;matsimNetworkNode;731408.51;5698662.5
294926136;matsimNetworkNode;732211.62;5697477.46
298858608;matsimNetworkNode;731410.98;5697572.08
298858609;matsimNetworkNode;731468.18;5697505.529999999
165155754;matsimNetworkNode;735478.38;5699386.5
165155755;matsimNetworkNode;735361.31;5699342.9399999995
2674602754;matsimNetworkNode;734435.78;5698457.49
165155750;matsimNetworkNode;735445.13;5699373.52
5041574293;matsimNetworkNode;736558.9;5699798.199999999
312169608;matsimNetworkNode;737338.05;5700267.14
2315604022;matsimNetworkNode;734681.04;5699974.6
165155757;matsimNetworkNode;735431.29;5699762.66
262680979;matsimNetworkNode;730994.81;5698539.04
3092250496;matsimNetworkNode;735771.87;5700025.13
312169604;matsimNetworkNode;737137.15;5700446.77
317665695;matsimNetworkNode;733783.5700000001;5700172.17
1491498439;matsimNetworkNode;733688.27;5697799.46
6579835627;matsimNetworkNode;734299.45;5698382.6899999995
145912389;matsimNetworkNode;732808.0800000001;5699917.64
270706811;matsimNetworkNode;734362.9;5698167.99
6222281533;matsimNetworkNode;737336.94;5700203.47
270706817;matsimNetworkNode;734332.3200000001;5698389.47
cluster_31952479_31952511;matsimNetworkNode;736136.18;5699180.819999999
165155744;matsimNetworkNode;735512.43;5699399.26
cluster_165155736_165155756;matsimNetworkNode;735563.3;5699410.62
433472606;matsimNetworkNode;734728.49;5699344.85
1533283403;matsimNetworkNode;737574.81;5700379.55
165155747;matsimNetworkNode;735410.65;5699360.99
264729734;matsimNetworkNode;732672.99;5698949.68
2631167832;matsimNetworkNode;737035.5800000001;5700238.9799999995
261706992;matsimNetworkNode;732671.81;5696732.83
433472604;matsimNetworkNode;734921.42;5699419.35
270698394;matsimNetworkNode;735109.4;5698462.199999999
283699981;matsimNetworkNode;734645.4;5700223.42
954730044;matsimNetworkNode;732197.3200000001;5699114.819999999
9460484135;matsimNetworkNode;737598.62;5700351.96
165155731;matsimNetworkNode;735553.42;5699439.08
312170654;matsimNetworkNode;737360.47;5700221.58
2629687548;matsimNetworkNode;735600.64;5699144.4799999995
3578661710;matsimNetworkNode;731291.6000000001;5697396.6899999995
