Stop ID,Link ID,X,Y
217632989,20409507#2,738381.41,5692507.25
143567536,104118465#0,737766.41,5695213.76
217632988,20409507#1,738331.64,5692548.81
4225988518,-226927449,730579.91,5692229.149999999
3783660476,10494765,735040.8500000001,5695844.6899999995
144224384,-14638976#0,738140.4,5692904.8
144224387,-14626111,738105.4,5692925.38
2834685458,-392476921,731928.19,5692416.56
144224389,14638976#2,737950.7,5693067.88
2589501300,252944954,728490.15,5694847.21
3441433667,4322318,738674.27,5693662.58
3441433666,200067638#5,737848.3400000001,5693504.29
3441433668,-697893234,739916.98,5693908.89
1422942235,-361529652,737698.6100000001,5690343.7299999995
264573960,186841126#0,729230.3600000001,5689760.529999999
294160983,24760074#3,731530.44,5687881.399999999
31069137,7951601#1,736991.29,5693915.63
31069139,7951599#1,736685.81,5693928.58
32971134,4079038#0,741778.3,5692986.569999999
4053250458,24219290#1,730011.0800000001,5686237.55
4053250457,24219290#0,729926.47,5686227.5
5379448940,4621864#3,730216.26,5694131.79
319057246,28427313#6,734662.88,5698409.7299999995
cluster_195973164_324664282,29458984,741724.95,5687487.72
260623708,24031712#1,731468.6000000001,5698436.29
298329928,27187895,731050.43,5697513.89
256862910,33747476#3,742071.8600000001,5690771.609999999
147972112,14982666#1,740249.9,5693903.12
339899010,243132087#0,727678.66,5691197.899999999
cluster_2617882765_4225988503,226870065#1,730537.56,5692045.0
25539311,30245571#1,734227.23,5692259.55
8069252272,-865701894,736294.96,5690856.22
3014392191,257177793,733938.23,5696961.24
9546880124,1036226589,730542.68,5696932.96
9546880123,1036226585,727539.3,5689036.279999999
31069132,120596061#0,736679.87,5693778.74
256862902,-37997338#0,742488.14,5691542.3
31069136,7951601#2,736994.53,5693983.6
313054557,24912998#7,733837.1100000001,5697914.06
10904926,17260477#0,735938.5900000001,5697125.449999999
12356058,-2731918#0,729933.26,5694336.449999999
25539307,-30245570#1,734484.1000000001,5692404.89
90210383,10493679#0,734539.3300000001,5695078.49
10904922,638888479,736105.99,5697141.47
25539306,165114348,734654.05,5692464.17
12356076,2731918#2,729608.13,5694201.149999999
31936733,4900955#0,734713.15,5689570.68
12356077,2732080#0,729638.41,5694493.04
25539303,205872720#0,734794.2,5692493.609999999
306190970,27887792#0,741035.74,5686899.13
144212387,605833620,738247.64,5692756.76
cluster_270698274_334930895,-188961878#1,735045.12,5698433.4799999995
1100488097,27734762,734101.25,5696553.55
246758709,387621609,739947.31,5693414.9399999995
317614434,-106124099,738008.66,5698304.34
144212385,-399523510#0,738057.48,5692737.08
206250139,22737827,737289.38,5692383.7299999995
144462905,14573422#0,736589.3400000001,5692851.06
339899036,30732800#0,727626.76,5690826.37
144212384,-14625346#0,737880.7,5692699.08
144212382,14639521,737583.05,5692621.109999999
31936744,4900930#1,734631.98,5689566.97
143592516,-303649561#1,736857.68,5692705.13
270706444,-1036237827,734293.8,5698410.63
294926452,-26860005,731468.18,5697405.24
317669571,10652096#0,732936.96,5698388.91
317530003,-28887908,734134.71,5695316.949999999
3660582410,251388156#2,739921.87,5689106.4799999995
7543999157,-106518512#0,729469.87,5689073.1
75476289,263908183#2,737970.6100000001,5691384.819999999
93802831,-508583902,734863.63,5694105.34
1072769951,209197543,742208.89,5694707.16
147955654,-14980610#0,739269.95,5693839.24
21633225,-23555220,742292.72,5693865.42
427698746,256078777,727905.18,5693550.449999999
59741029,133516134#1,733364.63,5690666.41
59741027,133516134#0,733232.6100000001,5690781.42
59741032,-164854685,733157.88,5690705.199999999
59741031,32861707,733106.5900000001,5690785.99
205034606,19586941#3,741114.66,5694191.66
80095139,-252905710,739830.88,5689287.91
194658084,18838813,737154.64,5687157.47
1109103621,-217286074,734950.05,5692966.22
378301731,33287893,742787.87,5694649.83
cluster_1298249669_29862548_33122931_33122932,-185060536,737755.8400000001,5693725.2299999995
30237316,125111071#0,734333.16,5699677.14
144213648,-14625359#0,737789.0700000001,5692677.14
30237318,37789625#1,733911.65,5700581.34
194545140,-165264461#0,735591.67,5688777.71
59912827,-20453014#0,733453.8200000001,5695492.24
cluster_19814778_2589442479,199997520#0,736543.8,5687265.21
49531180,-23039155,735011.18,5692127.109999999
254996047,23238310#2,729695.98,5689186.04
cluster_29352029_29352031,-4621858#0,730963.54,5694478.9799999995
254996048,23430458#4,729623.22,5689126.449999999
cluster_192298072_3371534026,18639852#0,741056.03,5695052.66
4408764365,27170251#0,729964.12,5697494.87
30215996,200405725#4,731847.78,5696458.76
30215998,-4742029,731617.12,5696482.08
21633241,-764307603,740810.66,5696638.52
194385734,136871504,737111.41,5686811.1
21633243,-4079019#0,740488.89,5694846.16
31936778,-479473827,734614.14,5689666.35
5163059317,22617175,739228.51,5688750.41
194545138,165264461#1,735825.48,5688704.01
194545139,165264461#0,735671.28,5688743.6899999995
21633240,24650427#2,740081.29,5697915.64
59741044,-33584955#0,733007.41,5690594.8
196381683,18968517,735553.44,5689426.26
1414222455,385393425#1,729452.6100000001,5690536.42
6111843370,-313614168#0,736353.46,5691262.6
1414222452,-127856329#0,729467.9,5690535.319999999
59683511,25902322#0,736327.3,5695377.74
25578903,173129925#0,740902.13,5698512.29
59683513,-25902322#0,736363.14,5695287.47
268518253,24704631#0,739443.24,5691524.83
cluster_17088348_206117691_206118154_25532229,209197529#0,743388.6100000001,5695192.2299999995
194658086,23185072,737157.17,5686998.35
59741037,32861713,733024.46,5690906.25
298865932,27231982,730811.16,5696797.13
427698751,-36788740#0,727848.14,5693716.9799999995
59741036,32861711,733081.06,5690944.34
324662447,25903351#0,741383.2,5687478.24
59741035,-133516134#0,733173.93,5690844.92
21633250,18639952#1,740361.29,5694850.47
21633251,-132730944#0,739937.3400000001,5698065.22
59741033,132695265#1,733019.5800000001,5690712.2299999995
59741040,132695265#0,732958.41,5690694.24
82681431,229521522,739326.41,5696104.4399999995
59683505,-271764817,736226.8,5695632.55
cluster_26684347_29941150,-376869403#1,727749.73,5699056.819999999
427698749,36788741#0,727916.69,5693735.2299999995
6295485191,-672283561,736090.48,5688050.109999999
3748372403,36873653#1,726844.06,5693134.26
21633268,33688585#1,740628.27,5694815.88
17086667,14624814#2,737234.3500000001,5692693.16
2656591000,31026090#5,739311.5800000001,5688684.84
2656591002,-221249244#0,739163.5700000001,5688834.97
2656591004,-22617175,739235.27,5688757.62
2656591006,672158127,739190.19,5688805.26
59683531,-641163903,736259.93,5695296.2299999995
2627651608,-257164954,736622.93,5694548.76
2728532225,325334569,736615.39,5695728.6899999995
cluster_1018475111_143589125_2419525689_2728438594_#3more,731999606,736964.3500000001,5693023.12
7903569634,479277713,735807.92,5688772.649999999
cluster_250133410_59960342,430326880#0,730418.05,5690948.5
59683533,641163903,736331.71,5695246.63
279142383,-25610610,730767.12,5686699.55
2021243842,25624209#0,739565.95,5692797.39
21633278,-330206455#0,740797.77,5694791.35
59218306,-380114014,735068.0900000001,5692653.3
241478464,-22878646,729408.17,5683924.149999999
268075371,20414995#5,740160.02,5691894.319999999
59683520,23450081#1,735981.55,5695193.47
17086659,14640363#0,737633.98,5692161.93
250341626,23162619#0,730026.8400000001,5691018.88
271661522,36728867#3,728021.81,5689176.029999999
250341624,-23162619#0,729935.3500000001,5691011.949999999
3149922633,-309656398,733526.04,5693161.04
266640726,24519876#0,728409.0800000001,5690689.069999999
27317129,-4448289#0,734052.13,5692771.43
319730382,-150137574,734050.71,5697422.399999999
1504310700,29052286,736663.0700000001,5687045.75
271661531,36728867#2,727892.38,5689146.109999999
21633281,-4079020#0,740477.3,5694854.149999999
cluster_293125575_401796517,-972608201#0,735634.3600000001,5696708.47
270697834,-28427311#2,735099.14,5698329.05
27317130,408998782,734218.46,5692593.7299999995
203394440,19586838#3,741196.47,5694065.8
cluster_26022503_26022504,4297556#0,731421.06,5692885.359999999
1395002467,125628844#0,731110.16,5686723.8
195930289,-18934461,738815.15,5697664.9399999995
27317137,30245570#0,734374.46,5692373.449999999
cluster_29049935_907498045,22697374#2,726505.99,5693424.7299999995
27317138,-105193983,734414.06,5692243.97
27317139,-28817683#1,734524.8,5692279.4799999995
192863320,18683627,730608.68,5682905.13
27317143,-35839202,734653.39,5692324.069999999
429692266,-313086228,726892.67,5693410.58
cluster_192854660_192854674_245967549,-322690327#1,728038.48,5684235.81
2605872591,254765817,728373.7,5685733.569999999
27317140,-105082358,734568.72,5692131.149999999
1719570398,-461886403,739601.78,5692341.77
97895836,10986009#1,736033.8300000001,5691254.64
84538989,120356329#1,735705.3,5695648.77
84538988,-120356329#0,735689.8300000001,5695826.649999999
97895834,10986009#0,736104.1000000001,5691327.17
25546458,19074529,734101.79,5690583.859999999
5163299285,33223055,732120.42,5697533.81
cluster_266642109_2965909376,24520237#1,728413.28,5691023.42
293949104,24729942#1,731595.8400000001,5688927.96
261706150,24161231#0,732438.0800000001,5697106.1
12352565,-25962515#1,731075.42,5696452.16
25431248,886038198,736465.66,5687483.4799999995
97895824,10986006#2,735944.29,5691062.33
25431245,287864901,736319.9,5687463.25
312180136,245488112#0,738911.3,5698007.33
315367449,28214497#4,726999.23,5691021.779999999
181320016,-17506085#0,732990.22,5696339.63
cluster_110638218_2453603982,-12214690#0,734999.7,5692253.35
7887327952,1033534790#0,733822.1100000001,5692554.62
597293223,22737772#0,737866.04,5695325.17
3802230440,321596213,735831.3400000001,5699354.97
90203268,10492968#0,734155.3500000001,5695203.63
97895829,-10986013#2,736123.3600000001,5691128.13
1674825536,27672270,737899.51,5691384.54
156935140,132119989,730203.13,5701046.35
97895830,10986012#2,736145.22,5691147.92
7887327949,-179588627#1,733990.6100000001,5692378.109999999
97895816,10986006#0,735842.0900000001,5691287.97
271672104,-23249507,727449.93,5689623.949999999
97895812,-10986012#0,735918.8,5691364.609999999
25546477,387618185,732610.75,5692274.46
4153594335,-414183573,737521.42,5696881.779999999
60671108,125049776,734184.15,5694915.02
59976093,153212314#2,729232.67,5694079.1
60671113,-10493679#0,734481.88,5695029.1
250582531,-1054269875,735016.68,5693706.4799999995
251435141,-23238361,729324.03,5687990.59
cluster_243825570_59697820,-159416890,734681.5700000001,5691796.199999999
271672103,23249507,727412.94,5689738.13
cluster_206132239_4311699965,-337046050#1,738631.96,5693595.9399999995
9066281551,605040627,737282.05,5692942.029999999
97895805,-10986005#0,736071.41,5691525.71
1682183565,-155864371#0,737293.8,5694426.8
292508015,-217361356#0,741805.0800000001,5687208.96
203586256,-19604234#0,741169.2,5694670.87
98985380,28417993,737481.8500000001,5700777.39
97895808,10986005#1,736007.55,5691459.0
4153594331,1029058419,737406.0800000001,5696896.05
1835596557,26657311#6,738521.77,5690532.819999999
1835596555,26657311#5,738457.8400000001,5690464.609999999
2750638589,37790127,734779.12,5698606.59
156935122,-1036237825,729821.4,5700939.3
263708734,284715294#0,730411.95,5683696.359999999
9066281544,731999628,737284.56,5692944.84
29049122,-121165624#1,734138.5900000001,5696546.27
9066281546,979802024,737289.89,5692955.34
221736830,11648539#0,734868.88,5695886.39
221736832,11648539#1,734780.8300000001,5695896.4799999995
254992429,-10952650,730494.28,5696380.6
298865928,27231939#0,730875.47,5696742.3
298865925,-27231835,730941.93,5696688.13
98985379,173182941,737558.42,5700716.34
29049138,21056376#2,730820.43,5696863.58
274872400,25210518,730215.47,5696562.199999999
303071146,-27600424,734501.39,5690994.89
320946077,337046050#2,738509.39,5693611.58
259480930,23939208#2,735199.1000000001,5696546.899999999
2561670362,143219791#0,739496.47,5688543.4399999995
192299341,4079030,741423.67,5695545.35
301125871,30491664,730877.69,5693498.14
301125870,-187555570,730921.8600000001,5693596.46
301125875,27428372,731243.52,5693625.149999999
1411342628,-127554732#1,730134.01,5691300.14
156935184,137312633,730457.03,5701027.63
221736828,-11648539#0,734956.76,5695875.21
2131609506,-26668834,744891.8200000001,5689804.21
29049141,25960055#2,730790.96,5696610.7299999995
144205296,14624861#1,737290.12,5692493.35
250544258,23171665,734593.45,5692780.0
294164401,23972043#10,731550.21,5688862.779999999
21633322,30274190#2,741882.47,5692985.35
1847656185,-26429011#0,739236.98,5688850.1
21633323,93739492,742269.43,5694498.6899999995
1847656187,361600889#1,739613.15,5689038.02
21633325,18616063,739905.24,5694578.34
144205294,14624814#0,737200.27,5692517.1
314752594,28638247#1,742613.18,5685969.58
90203272,13228179#1,734403.79,5695096.1
197756030,14593422,735868.62,5692529.199999999
412998120,-708050790#0,737228.76,5693473.949999999
1411342637,127546966#0,730261.53,5691365.56
288700582,93733885#2,742362.66,5694097.68
378301712,33287895,742770.3600000001,5694712.49
288700581,93733881#2,742345.62,5694239.58
3422156503,26302332#2,743313.87,5693662.76
21633331,-4079028#0,740472.49,5694838.3
28800200,537994673#1,738834.0,5689482.08
4297612490,334734091,728104.73,5690701.68
215167691,20294024,735087.02,5695401.08
279275432,236054374#0,739688.3,5692551.34
1098700742,28044128,737375.29,5690230.05
28800207,4566991,738792.13,5689977.37
21633336,-37997440,742295.5700000001,5693689.47
16572805,-271702376,736331.78,5695687.72
28800209,-28283274#0,738714.87,5690048.5
2194212244,158428210,735153.06,5693585.9399999995
1411342645,309145663,730247.71,5691352.97
143573320,14571846#1,738860.97,5695058.89
4608228534,28745666#3,727519.27,5691540.77
1088589020,419959571,742276.27,5694282.93
1847656180,9886643#0,739773.05,5689070.97
251563319,364538840#2,729003.98,5689453.42
251563318,23249020#0,728753.9,5689376.109999999
261706142,-24161221#0,732275.8600000001,5697238.319999999
29862551,155074464#0,738367.87,5694344.09
5208531511,460583731#0,738946.23,5689357.1899999995
251563317,23248995,728382.42,5689222.42
7881858509,-37745677#1,738833.3300000001,5687153.609999999
29862553,314320955#1,739597.15,5695382.77
1018474300,-23939225#0,735241.49,5696686.97
143584026,26802599#3,738057.63,5695523.81
143584024,-14572593,738006.6100000001,5695515.83
367993971,32703574#2,739596.99,5689268.12
259480987,23939220#0,735101.3200000001,5696370.26
12356096,-690188576,729544.67,5694784.819999999
317658946,463509631,727338.8500000001,5692446.22
16572837,165898416,735914.28,5697387.25
105956200,19075766#3,734611.28,5691611.4799999995
16572839,165898422,736038.13,5697124.24
3801542464,229982215,736958.7,5691354.91
2769048194,24600375#3,736165.67,5696059.51
2965909370,24519878#0,728551.8600000001,5691168.29
1100488108,1030696395,734109.37,5696580.06
2965909372,24519878#1,728581.03,5691123.6
298112315,-27170233#0,729755.91,5697667.21
147961544,-14981486,739639.3600000001,5694377.029999999
1622263122,-149213910,739766.41,5697534.069999999
2131609536,108513817#1,745111.67,5690145.08
253962606,120356329#2,735720.23,5695518.37
984445272,-350820395,732723.28,5696844.52
298112318,27170233#2,729710.02,5697144.56
386046442,27518000#6,739825.28,5691772.949999999
20448985,173129773#1,741244.8400000001,5697435.0
3801542473,-376768565#0,736579.23,5692240.39
2627651599,-257164949#1,736812.64,5694439.06
2769048185,24600374#1,736054.27,5696106.93
314458670,28615030,733716.63,5693139.67
3801542477,766376033#0,736270.91,5692586.58
1411342660,127546945,730287.15,5691374.93
1622263139,-149213946,739798.93,5697539.0
cluster_3335051804_3335051806,-243131679#1,727488.54,5691113.9799999995
10904927,257173298,735952.04,5697304.75
20448953,3957533,741524.73,5697515.01
679172767,24348665#0,740601.5700000001,5699232.68
679172764,408314179#0,731422.99,5697582.62
253762372,23238300#0,729505.2,5688941.8
316887779,19211113#0,734811.42,5689304.39
259490329,272099991#3,735653.15,5696194.9799999995
cluster_270090731_270090733_270090736,-24956365#0,740076.26,5691796.46
7538955617,-108230934,734904.44,5691908.13
2131609513,-203182771,744873.91,5689839.699999999
2585890395,-252556773,737807.5,5693735.62
5841563842,-165264453#0,733956.38,5692346.5
251023857,23188917,730608.54,5690051.58
319732917,17949778#0,733834.79,5696727.49
294925184,26859079#0,731919.89,5698108.52
5841563840,24726584#0,733957.42,5692412.37
5841563841,612394687,734048.37,5692314.25
cluster_2078552939_25924953,24006390,736687.7,5689797.35
295021592,26924358,741484.73,5686761.819999999
329967759,369095246#1,727485.46,5689518.72
282914605,-25936311#0,737005.49,5699792.46
329967758,-369095246#0,727151.87,5689418.42
9026981365,-335550427,745831.53,5692273.17
301125897,94107619,731115.5700000001,5693463.18
4516140050,-455175215,734939.78,5702142.149999999
4516140052,455175213,735103.7,5702094.01
cluster_1560505989_384756559,142591638,742541.72,5693173.35
316814827,-28737881,734430.3200000001,5693380.74
8785467617,4845576#0,735834.99,5701825.47
660870902,34208353#1,732830.64,5696346.06
3370574027,330090524#0,740980.37,5694617.88
391279557,34127025#1,730082.75,5685059.02
317657657,28899159#0,726984.19,5692925.02
339899093,30732801#0,727466.16,5690852.68
cluster_250133395_250340610,-192097208#1,730332.4,5691181.71
317657658,28899159#3,727209.69,5692916.6899999995
254601680,23509659,736804.37,5691658.9799999995
358053505,13860248,738966.94,5694151.56
358053508,13860222#2,738860.52,5694148.399999999
1732169326,-249016594,737044.4,5699682.5
1141407917,528106495,739462.31,5694457.71
194552283,253042493#0,735706.21,5689394.79
4326860794,434747488,739059.14,5698937.55
194552282,125433250#1,735624.46,5689342.29
3660613943,-32703574#0,739688.5800000001,5689268.779999999
194552285,-18831879#0,735892.16,5689508.699999999
194552284,-18832093#0,735783.3400000001,5689442.7299999995
188830198,28284551#0,740837.21,5695037.22
289744505,34390039,739717.18,5698703.49
82676995,551119731,739227.37,5699196.71
5899158065,-313758466,735296.3500000001,5692704.6
9460484135,-1027406110#0,737598.62,5700351.96
97624791,121122071#0,733638.5800000001,5695586.29
cluster_25635496_25635500,-107872263#0,734632.95,5690895.84
254601679,-23509659,736856.26,5691676.3
156935100,132119988,729126.0700000001,5700863.1899999995
301757962,26856244,728428.98,5698352.34
28383962,4549327,730053.53,5692457.6
28383963,4549330,730170.46,5692697.34
59268698,7951132#2,731150.88,5694304.6
28383964,-4549329#0,730325.97,5692618.4799999995
364845799,32452899,727694.91,5689035.04
59268695,7951132#0,731174.48,5694219.05
251563382,-186841088#0,728172.4,5689355.14
98295785,85746111#0,734787.67,5693214.24
cluster_266638966_266638999,-24519876#11,728782.8200000001,5690927.02
1100488131,121165622,734168.72,5696463.4399999995
cluster_3532701880_3532705367_415947888,238283101#1,737194.92,5692053.399999999
251435189,23238363,729578.17,5687356.2299999995
28383965,931870843,730206.55,5692383.279999999
28383966,4549328#1,730357.3500000001,5692310.199999999
288701830,26350287#0,742683.96,5694300.13
28383967,390808834#0,730118.52,5692205.66
28383968,-4549331#0,730466.41,5692539.569999999
cluster_31036064_31036065,436999736#0,735998.65,5699796.3
25546449,-541188217,733085.3600000001,5690611.64
293950156,-184890994#0,731536.0800000001,5689233.12
295021559,26924332,741612.37,5686716.449999999
5051765632,-517729695,739264.27,5694471.56
671495062,-53016283,731657.2,5697566.87
507113285,-22737780,737215.0700000001,5695477.13
cluster_316254608_316254609,-453102881,727996.12,5700961.99
1852646186,697893233,739919.96,5693647.01
4560839972,-672176864#0,739664.8400000001,5689062.699999999
cluster_25581963_4574049423,-313086218#1,727205.04,5693381.399999999
cluster_2468647861_2468647870,-239051124,736256.22,5692969.779999999
4585601495,1036237826#1,734467.16,5698499.859999999
7622123738,-45666180,743973.51,5694563.649999999
12356128,-153174398,729102.8400000001,5695068.6899999995
2077565048,-376817796,740691.9,5687360.46
cluster_192710580_2774902192,-314932469,728521.64,5683184.87
287624995,26261808#0,740656.2,5690587.91
4585601496,-37790127,734610.04,5698549.17
12356125,-791909757#0,729171.43,5695079.64
663178664,-254532620,740540.8200000001,5686645.02
663178663,254532621,740530.16,5686668.16
147947086,14979016,735652.64,5693193.68
12356145,2731918#6,729304.31,5694470.1
309441449,-28172525,742398.41,5686065.75
59268729,7951136#0,730726.54,5694194.41
253761111,23430339#0,730701.0,5689646.3
59268725,30491671#3,730746.02,5694138.149999999
59268724,4621864#0,730690.5700000001,5694296.81
59766067,7951609#3,737031.6000000001,5694051.13
2728511856,313758457#0,735328.55,5692606.89
59766068,7951603#4,737028.54,5693981.52
59766065,120596061#1,736589.72,5693782.109999999
253761112,23238052#1,730659.03,5689595.39
247035168,7972096#5,737497.15,5696182.01
12356139,690188575#0,729416.5700000001,5694858.74
4362736458,-438535621,738442.44,5691591.39
298853684,-27230632,732439.02,5698744.609999999
394840300,34390042#1,739768.76,5698832.42
287634346,456246012#1,741740.17,5690846.62
287634345,-26414484#0,741735.9,5690768.18
287634344,26262373#1,741723.4,5690591.54
342283400,30824909,732357.42,5698674.819999999
269491660,24804737#2,729474.5800000001,5689712.35
269491659,-24804737#0,728972.76,5689553.08
254596863,-184958479#0,736697.5,5691029.41
394840305,219750809,739655.16,5698880.3
344430639,26429136#0,736393.41,5695760.6899999995
394840304,-34390040,739686.1000000001,5698885.46
663178681,-75903306,740747.3600000001,5686536.529999999
52690209,24036990#0,735557.49,5695643.68
394840307,34390040,739735.13,5698743.09
59217157,-19263906,734807.1000000001,5692642.91
287964485,26288717#1,742498.3300000001,5694574.93
626630618,118421042,735564.47,5696128.93
12356166,-153212291,729217.54,5694574.04
287964488,-26350287#0,742628.92,5694568.0
31934405,16239833#2,734677.25,5699476.59
287964486,33287880#6,742547.29,5694576.93
59268704,72561133#0,731070.0700000001,5694336.109999999
69417099,-532494277,740535.78,5689127.85
59268709,4621862#0,731326.75,5694205.14
cluster_3996227533_3996227534,-396785282,739260.6000000001,5697344.319999999
59217165,-205872712,734927.79,5692690.92
250761666,125266522#2,728900.74,5689706.67
294926128,203512825,731759.3400000001,5697264.75
cluster_12275595_29048921,-158203748#2,737382.38,5699070.08
143577012,14608919,738104.5700000001,5695148.899999999
203591175,19604807#1,741124.66,5694775.08
378318929,25851940#11,741960.24,5695579.64
5167098588,-532494273,739585.72,5689458.6
59965210,135097551,735116.5800000001,5693135.34
260441195,-112660919,737019.26,5689397.16
260441196,23166459#1,736895.15,5689378.68
270719840,24914081#1,734563.88,5696247.66
6515711799,32955641,732136.24,5690676.55
59217172,132031436,734921.5800000001,5692722.16
2476425497,-239861179#1,738425.15,5699865.52
626630632,-26734857#1,735597.76,5696254.1
59977209,8023206#5,729014.5900000001,5695222.66
370812332,32928386#0,743340.6100000001,5693297.71
250761678,-25505465,728643.42,5690222.1
942863594,25960248,728913.03,5697344.1
304073777,-177914666,741809.16,5691568.199999999
438066577,-931863340,729935.56,5693203.88
626630637,272099991#1,735618.62,5696221.62
59977206,153212305#0,728860.39,5694434.85
2705512211,18784971,745331.96,5691125.5
370812335,32928386#1,743372.13,5693322.899999999
259866027,-23972043#10,731471.46,5688922.08
59217181,8399017#1,734823.9,5692823.96
59977213,8022756#0,729255.66,5695002.13
59217185,-24582070#0,734958.47,5692671.279999999
59977210,8023206#3,729076.49,5695214.2299999995
147959028,528106486,739637.95,5694462.84
4880331825,-450282775,727169.44,5689548.67
59977211,8023206#6,728965.02,5695222.09
250761674,-1050472891,729379.04,5690433.01
2705512247,-318413219,745464.66,5691175.55
291584887,-26588413,740606.29,5688820.91
1100361087,13778560#1,732085.5800000001,5692660.83
2180877240,368975329#1,733573.98,5696368.96
1931906139,-182823754#0,728785.68,5690829.04
286753097,26187074#1,740396.8300000001,5690590.27
308618043,32721182#1,739902.29,5692426.64
1931906137,182823754#1,728821.78,5690860.22
4450811563,102837861#0,739786.73,5701283.0
626630649,-49340310,735656.44,5696272.6
88186980,14983014,740392.81,5693903.88
cluster_294919508_294920948_5686971906,-26856438#0,728245.23,5697901.52
259866010,-23972056#0,731628.37,5688721.27
270719871,24914054#0,734652.38,5696158.81
259866013,23972043#8,731452.28,5688957.649999999
270719863,24914081#0,734510.8200000001,5696196.04
259866015,-23972046#0,731554.88,5688728.279999999
2441178083,759185391,741231.78,5692683.109999999
4144478065,165264461#3,735880.25,5688689.25
935366749,-114958821#0,731542.54,5689077.63
1078644512,11912471#0,733629.91,5695269.109999999
368317304,-115834628,735980.53,5688056.8
3210023960,-317632043,730808.62,5691701.97
165155792,13482180#0,735868.88,5699113.31
19814780,-23605209,740835.48,5692511.35
147962682,14981486,739893.9,5694362.779999999
30308505,-29011785#0,734572.25,5699711.99
663178658,-376817827,740493.13,5686683.05
cluster_144212388_4133430210,20409529#1,738332.0800000001,5692749.92
259866006,23972045#1,731618.51,5688583.819999999
30308501,759361313#3,735328.81,5699462.71
144033308,-269010952#1,737222.68,5694411.79
30308502,16239833#8,735230.49,5699685.09
30308504,305061987#0,734811.69,5699583.77
1100361084,314934634,732144.01,5692472.41
270706572,-10424519,733389.6000000001,5697656.31
5759455315,4492917#0,727709.91,5690292.149999999
5759455314,30654828#0,727636.48,5690137.29
31934457,16239833#4,734849.8500000001,5699540.47
390427430,-34072440,745535.0900000001,5693593.51
4046224123,14979729#2,736114.81,5693773.46
4046224124,14979729#1,736087.79,5693757.67
4499055496,263843859#3,741655.13,5686973.67
4046224125,-165349775#0,736178.3200000001,5693664.02
cluster_1414222481_1414222484,385393425#0,729426.99,5690564.31
cluster_378301394_378301406,33287880#4,742544.8200000001,5694628.67
390427439,-34072439,745468.3300000001,5693442.43
5759455313,-607802294#0,727861.24,5690202.16
304073737,27688005#0,741418.65,5690494.569999999
304073738,27688005#1,741407.63,5690600.359999999
59059717,4742046#0,732806.28,5696257.29
390427444,761330265#2,745598.56,5693537.97
304073732,269863310#0,741442.04,5690306.9399999995
cluster_2266337258_318379387,217361356#1,742042.3400000001,5686847.89
946623213,-314637882,734296.02,5695662.1899999995
60472183,160502109#0,730366.68,5694606.14
714960099,18949365,738000.8400000001,5687180.74
3769654192,954090150,731501.92,5690964.51
60472184,-10118232,730205.0800000001,5694788.779999999
cluster_30217600_9501762422,25827211#2,737360.97,5696814.12
304073768,27688022,741817.13,5691385.06
304073769,-27688024,741791.8200000001,5691387.149999999
304073766,177914661#1,741837.47,5691382.13
3059115965,-117878241,731953.3300000001,5691824.47
cluster_19814912_19815059,376817795,738156.3,5689961.67
271222536,-24709223,740607.18,5691444.699999999
cluster_188828773_203590402,18639840,741038.53,5694861.49
271222533,-24729052#1,740621.6000000001,5691736.6
304073770,-27688023,741705.42,5691394.08
93789245,10639111,726866.77,5697863.77
304073759,177914661#0,741801.7,5691216.14
2602200310,-29379612,741853.3200000001,5685279.62
cluster_18345408_25575426,206924629#0,736566.8600000001,5695121.99
1509806986,137669812,731007.26,5693221.12
247861200,22990374#1,737080.44,5689701.279999999
2705512272,-318413215,745516.7,5691346.54
247861206,-113548660,737113.79,5689700.08
247861207,-22760617#0,736928.99,5689928.88
156935091,132119986,729129.8500000001,5700929.649999999
156935082,204722069,729140.43,5700951.3
19814733,-144869339#0,736065.04,5688530.399999999
270090737,24956367#3,740111.99,5691786.0
156935087,15708767,729395.68,5700946.0
260684323,24036666#2,735903.56,5695379.75
264125441,-24347610,738956.74,5697920.22
260685650,10437244#3,736156.79,5695872.56
270090734,24956365#0,740051.3200000001,5691785.16
293951727,26795933#4,731581.97,5688991.9399999995
4046224127,-1017959880,736147.97,5693792.83
243480576,176785156,731921.48,5688025.46
242623722,531959260,739035.37,5688721.359999999
cluster_367991765_367992461,172507387#2,739318.44,5689294.21
247861237,22990374#3,737080.45,5689534.449999999
264125455,24347610,739061.95,5697939.4799999995
270090739,20414995#6,740179.51,5691797.51
270090738,171779641#0,740145.8600000001,5691791.14
130102869,258352155,737736.5900000001,5699700.91
229432180,75691563#1,732276.77,5690632.81
9589160894,150137574,734115.76,5697436.21
309441484,-761355667#0,742390.29,5686056.899999999
165206211,211243690,735903.0900000001,5699761.7299999995
26188591,4297577,733015.41,5694164.96
cluster_12276647_30218190,1039693708#2,737274.87,5697487.37
298865636,27231736,730796.0800000001,5696659.1899999995
318383501,28957193#0,741960.92,5685922.42
298865634,-27231736,730975.39,5696649.9399999995
298455781,-398915597,730280.28,5700981.46
339899306,26957227,727186.03,5690013.96
17084358,16239818,735143.44,5700545.81
cluster_1398316465_386045411,26414775#0,742170.87,5691775.949999999
315364809,28214497#1,726906.03,5690983.97
cluster_29353749_907076019_907076554,100596874,730785.24,5693832.33
